Abstract,Label
"Cervical cancer remains a leading cause of cancer-related mortality among women worldwide, posing a severe threat to female health. Previous research indicates that cuproptosis is a copper-dependent form of regulated cell death, holding potential as a therapeutic avenue. This study aimed to identify and validate Cuproptosis-Related Genes (CRGs) as biomarkers and therapeutic targets in cervical cancer. Transcriptomic data from TCGA and GTEx databases were analysed alongside curated literature data, leading to the identification of 67 pivotal CRGs. Diagnostic and prognostic models were constructed using machine learning algorithms and LASSO-Cox regression, respectively. Glutathione synthetase (GSS) was selected for subsequent functional validation in cellular assays. Drug sensitivity analysis, mechanistic investigations and in vivo experiments were conducted to evaluate therapeutic potential. Statistical analyses were performed using R and GraphPad Prism. Our analysis identified GSS as a core gene. Functional experiments showed that GSS promotes cervical cancer cell proliferation and invasion under cuproptosis-inducing conditions. Drug sensitivity analysis linked GSS to vorinostat, which inhibits tumour growth by suppressing the PI3K/Akt pathway and downregulating GSS. These findings were confirmed in both in vitro and in vivo studies. This study identifies GSS as a key cuproptosis regulator and a promising therapeutic target in cervical cancer, suggesting a novel precision medicine strategy.",bioinformatics
"The role of gut microbiota and their metabolites in respiratory diseases via the ""gut-lung axis"" has garnered increasing attention, yet their specific mechanisms in bronchiectasis (BIS) remain unclear. This study integrates network pharmacology with bioinformatics approaches, including Mendelian randomization (MR) and molecular dynamics (MD), to systematically investigate the mechanisms of gut microbiota metabolites in BIS pathogenesis and explore potential therapeutic interventions. Intersection targets between gut microbiota metabolites and BIS were screened using network pharmacology. A protein-protein interaction (PPI) network was constructed, and MR combined with MD simulations were employed to validate interactions between core targets and metabolites. A total of 40 metabolite-disease intersection targets were identified, with 17 core genes prioritized. MR analysis revealed a significant protective effect of the peroxisome proliferator-activated receptor gamma (PPARG) gene against BIS (IVW method: β = -0.141, OR = 0.868, P = .030). Molecular docking confirmed strong binding affinity of butyrate and 10-keto-12Z-octadecenoic acid to PPARG (affinity: -3.731 and -5.666 kcal/mol, respectively). Drug-likeness and toxicological analyses indicated both compounds possess therapeutic potential, with 10-keto-12Z-octadecenoic acid demonstrating superior properties. MD simulations further validated the stability of metabolite-PPARG complexes. Gut microbiota metabolites mediate protective mechanisms in BIS pathogenesis through PPARG, and 10-keto-12Z-octadecenoic acid emerges as a novel lead compound for treatment. This study provides a theoretical foundation for precision therapy targeting the gut-lung axis.",bioinformatics
"Polycystic ovary syndrome (PCOS) is a common endocrine disorder in women of child-bearing age. Accumulating evidence has shown the benefits of L-carnitine for the treatment of PCOS. However, little is known about the targets of L-carnitine against PCOS and the underlying mechanisms. In the present study, we performed used analysis of network pharmacology with using bioinformatics tools to identify targets, biological functions, and the signaling pathways of L-carnitine's action in PCOS treatment. In addition, we performed quantitative reverse transcription-polymerase chain reaction to verify the expression of the target genes in human ovarian granulosa tumor cells. We identified 91 primary causal targets of L-carnitine in PCOS treatment from the data and 6 optimal core targets of L-carnitine. These core targets included phosphatidylinositol 3-kinase regulatory subunit alpha (PIK3R1), hypoxia-inducible factor 1-alpha (HIF-1A), Toll-like receptor 4 (TLR-4), proto-oncogene tyrosine-protein kinase Src (SRC), histone acetyltransferase p300 (EP300), and mitogen-activated protein kinase 1 (MAPK1). In addition, we identified the top 10 items in the biological processes, biological function, cellular component, and molecular function and signaling pathways (including top 30 items) potentially involved in the action of L-carnitine against PCOS. The hub genes potentially involved in the action of L-carnitine against PCOS and interlaced networks from the Kyoto Encyclopedia of Genes and Genomes Mapper assay were determined. Finally, the expression of PIK3R1, HIF-1A, TLR-4, and MAPK1 in human ovarian granulosa tumor cells was validated using quantitative reverse transcription-polymerase chain reaction, and the results were consistent with those of our integrated analysis. The action of L-carnitine against PCOS was mechanistically and pharmacologically implicated with major biological pathways, such as the HIF-1A, PI3K-Akt, and other signaling pathways. These primary predictive biotargets might be used to manage PCOS in the clinical setting after further development.",bioinformatics
"Parabens (PBs) are associated with an increased risk of breast cancer, yet their underlying molecular mechanisms remain poorly understood. This study aimed to comprehensively elucidate the targets and mechanisms of PBs in breast cancer by integrating network toxicology, bioinformatics, Mendelian randomization (MR), molecular docking, and other complementary methodologies. Network toxicology analysis identified 2,851 potential PB targets, with 172 significantly linked to breast cancer. Pathway enrichment revealed that PBs predominantly influence the Phosphatidylinositol 3-kinase-Akt (PI3K-Akt) signaling pathway and the cell cycle pathway. Two-sample MR identified TELO2 as a significant risk factor for both malignant and benign breast cancer (malignant: IVW OR = 1.06, 95% CI: 1.001-1.126, p = 0.047; benign: IVW OR = 1.13, 95% CI: 1.009-1.270, p = 0.034). Bioinformatics analysis demonstrated that TELO2 expression was significantly elevated in breast cancer tissues (p < 0.05) and exhibited high diagnostic accuracy (AUC: 0.803 in TCGA and 0.876 in GSE20685). Furthermore, mediation analysis revealed that modulating natural killer T (NKT) cells significantly mediated the TELO2-breast cancer link, with a mediation proportion of 20.46%. Molecular docking confirmed stable binding interactions between PBs and the TELO2 protein. Moreover, an mRNA-microRNA (miRNA)-long non-coding RNA (lncRNA) regulatory network centered on TELO2 identified 19 miRNAs and 189 lncRNAs as potential regulators of its expression. Our integrative findings suggest that parabens may exert deleterious effects in the context of breast cancer by specifically targeting the TELO2 gene and its associated regulatory networks and pathways. These findings not only advance our understanding of the environmental drivers of BC but also pave the way for future research aimed at mitigating the disease's health burden through targeted interventions against harmful environmental exposures.",bioinformatics
"Mucolipidosis type IV (MLIV) is a rare autosomal recessive lysosomal storage disorder due to biallelic pathogenic variants in the A 12-year-old male from a consanguineous Iranian family underwent clinical and imaging evaluations for suspected MLIV. Exome sequencing identified the causative variant, confirmed by Sanger co-segregation analysis, in silico tools assessed pathogenicity, protein stability, and structural impact, followed by 3D modeling (I-TASSER) and protein interaction analysis (STRING). Molecular dynamics simulations were performed with GROMACS 2020.4 employing the GROMOS96 43a1 force field to compare wild-type and mutant structures, evaluating key parameters, including root mean square deviation (RMSD), radius of gyration (Rg), hydrogen bond profiles, and solvent-accessible surface area (SASA), were analyzed, and results which were visualized using GraphPad Prism. Exome sequencing revealed a previously unreported homozygous nonsense variant in We report the first Iranian case of MLIV due to a novel homozygous nonsense variant in The online version contains supplementary material available at 10.1186/s12920-025-02271-9.",bioinformatics
"This study explored the impact of vaginal microbes, metabolites, and METTL1-mediated m7G modification of BRCA1 mRNA on High-Grade Serous Ovarian Cancer (HGSOC). METTL1 and BRCA1 expression levels were assessed via bioinformatics, Western blotting, and RT-qPCR. Their interaction was studied using RNA co-immunoprecipitation and RNA pull-down assays. The functions and mechanisms of METTL1 and BRCA1 in HGSOC were investigated through CCK-8 assays, flow cytometry, transwell migration assays, and nude mouse xenograft models. We analyzed vaginal microbial and metabolite differences in HGSOC patients with varying BRCA1 expression using 16 S rRNA sequencing and liquid chromatography. Associations were evaluated with Spearman correlation and heat maps, while molecular docking assessed key metabolite binding to METTL1. The roles and interactions of selected metabolites with METTL1/BRCA1 in HGSOC were validated through in vivo and in vitro experiments. In HGSOC, both METTL1 and BRCA1 were up-regulated. METTL1 enhanced BRCA1 expression via m7G modification, boosting cell proliferation and tumor growth. Elevated BRCA1 levels were associated with changes in vaginal microbiota, particularly increased Lactobacillus, and alterations in metabolic pathways. Correlation analysis indicated that Lactobacillus was significantly negatively correlated with 5-formamidoimidazole-4-carboxamide ribotide, inosine, cobalt-precorrin-7, and uridine, but positively correlated with L-lysine. The strongest correlation was with 5-formamidoimidazole-4-carboxamide ribotide. Molecular docking showed that this compound binds strongly to METTL1. Functional tests demonstrated that it inhibits HGSOC cell proliferation and tumor growth by disrupting METTL1-mediated m7G modification of BRCA1. Overexpression of METTL1 or BRCA1 negated its anti-tumor effects. The vaginal microbial metabolite 5-formamidoimidazole-4-carboxamide ribotide reduces BRCA1 expression and slows HGSOC progression by modifying BRCA1 m7G through METTL1, suggesting its potential as an HGSOC treatment.",bioinformatics
"Human metapneumovirus is one of the viral causes of respiratory illness that can range from mild to life-threatening diseases. In December 2024, there was news about increased cases of human metapneumovirus (HMPV) in China, when 6.2% and 5.4% of positive respiratory illnesses and admissions, respectively, were linked to HMPV, surpassing adenovirus, rhinovirus, and COVID-19. There have been concerns about it becoming another epidemic, and by implication, a pandemic, especially as the world is gradually recovering from COVID-19 and its devastating impacts. Currently, there is no directly acting antiviral drug targeting HMPV, and this has left a gap in its treatment and management, especially in the young, elderly, and immunocompromised, who are prone to having severe manifestations. As the immune system is crucial in fighting and eliminating the infection, modulating the immune system directly or indirectly can treat HMPV. The lung that was initially known to be sterile is now found to house different populations of microorganisms, including bacteriome, virome, and mycobiome. The lung microbiome modulates HMPV infection. The presence of pathobionts like H. influenzae enhances HMPV infection and severity. The detection of the microbiome was made possible by the advent of cutting-edge technologies like next-generation sequencing and bioinformatics tools. The combination of Recombinase Polymerase Assay, CRISPR-Cas12a, and Fluorescence Assay has been used in the rapid detection of HMPV in China. The microbiome plays a crucial role in shaping the immune system. Exploring such can be a way of managing HMPV. Probiotics, prebiotics, and postbiotics are ways in which the microbiota can be manipulated to limit adverse drug reactions. These can be explored in HMPV diagnosis, treatment, and prevention.",bioinformatics
"Advances in diagnosis and treatment of premature ovarian insufficiency (POI) are urgently needed. Mitochondrial dysfunction and PANoptosis are associated with ovarian damage. In this study, we aimed to identify mitochondrial and PANoptosis-related biomarkers for POI. Integrative bioinformatics analysis was performed based on RNA sequencing datasets from the Gene Expression Omnibus (GEO) database, combined with the MitoCarta3.0 database and PANoptosis-related genes. The feature differentially expressed genes (DEGs) were screened using machine learning methods. Based on the expression levels of mitochondrial characteristic genes (ACSM3, ALDH1L1, MAOB, OSBPL1A) and pan-apoptotic genes (NOS2, UCHL1) screened out by the above machine learning, the mitochondrial and PANoptosis phenotypic scores were calculated through the GSVA algorithm. Differential expression of biomarkers was validated in clinical samples, and the role of nitric oxide synthase 2 ( Four mitochondrial-related genes ( The identified biomarkers may play key roles in the pathology of POI and serve as candidate biomarkers for its diagnosis and treatment. The online version contains supplementary material available at 10.1186/s13048-025-01839-4.",bioinformatics
"Although the FOLFOX strategy has demonstrated benefits for tumor patients at advanced stages, chemoresistance remains a significant challenge to therapeutic efficacy. Thus, identifying strategies to overcome chemoresistance and enhance chemotherapy sensitivity is critical for optimizing HAIC-FOLFOX treatment. Comprehensive investigations of deubiquitinating enzymes (DUBs) across multiple bioinformatics cohorts and a local hepatocellular carcinoma (HCC) cohort identified ubiquitin-specific protease 1 (USP1) as a key regulator of HCC progression, correlating with poor survival outcomes. Functional assays demonstrated that USP1 overexpression promotes aggressive phenotypes in HCC cells, including enhanced proliferation, migration, and epithelial-mesenchymal transition (EMT), whereas USP1 inhibitor ML323 suppresses these effects and increases sensitivity to oxaliplatin and fluorouracil (5-FU), the primary agents in FOLFOX, both in vitro and in vivo. Mechanistic studies revealed that USP1 interacted with and stabilized the chromatin-remodeling factor lymphoid-specific helicase (HELLS) through deubiquitinating, thereby facilitating EMT and homologous recombination repair (HRR), thereby driving chemoresistance. Furthermore, USP1 promoted HELLS SUMOylation by stabilizing PIAS1, an E3 SUMO ligase, through deubiquitination and prevention of its ubiquitin-mediated degradation. Importantly, inhibition of SUMOylation significantly attenuated the aggressive effects mediated by USP1. In conclusion, this study highlights the USP1/PIAS1/HELLS deubiquitinating and SUMOylation axis as a critical driver of aggressiveness and DNA damage repair responses in HCC cells, offering a promising therapeutic strategy to suppress HCC progression and enhance the efficacy of FOLFOX-based chemotherapy.",bioinformatics
"Intrahepatic cholangiocarcinoma (iCCA) is a highly aggressive malignancy with limited therapeutic options. Although targeted therapies like pemigatinib provide partial clinical benefits, acquired resistance remains a significant challenge. Through integrative bioinformatics analysis of public datasets and immunohistochemical validation, we identified the retinoid-related orphan receptor gamma (RORγ) as markedly upregulated in iCCA. Genetic silencing and pharmacological inhibition of RORγ (GSK805/XY101) suppressed proliferation, induced apoptosis in vitro, and significantly reduced xenograft tumor growth in vivo. Mechanistically, RORγ promoted fibroblast growth factor receptor 2 (FGFR2) signaling via two complementary mechanisms: direct transcriptional activation of FGFR2 and induction of fibroblast growth factor 1 (FGF1) expression and secretion, which in turn activated FGFR2. Inhibition of RORγ markedly decreased FGF1 levels in conditioned media, whereas exogenous FGF1 restored tumor growth. Notably, RORγ antagonists synergized with pemigatinib to overcome resistance in pemigatinib-refractory models. Collectively, these findings identify the RORγ-FGF1-FGFR2 axis as a critical oncogenic driver in iCCA and highlight RORγ inhibition as a promising therapeutic strategy to suppress tumor progression and enhance sensitivity to FGFR inhibitors.",bioinformatics
"Cholangiocarcinoma (CHOL) is a tumor with high malignancy and poor prognosis, and its morbidity and mortality have increased significantly in China. The current therapeutic methods have limited efficacy and are easy to be resistant to drugs, and the targeted and immunotherapy still need precise strategy support. FANCB, the core gene of Fanconi anemia (FA) pathway, is involved in DNA damage repair and genome stability maintenance, but its mechanism of action in solid tumors, especially cholangiocarcinoma, has not been clarified. In this study, pan-cancer analysis (TCGA, ICGC, GEO databases) found that FANCB was abnormally high in a variety of cancers and was significantly associated with poor prognosis (such as shortened OS/PFS). Pathway enrichment suggests that it may affect tumor progression by regulating DNA repair, immune response and fibrosis-related pathways. In this study, based on bioinformatics analysis, the pan-cancer map of FANCB and its potential mechanism in cholangiocarcinoma were mapped.",bioinformatics
"Obesity leads to vascular dysfunction mediated partially by the vascular smooth muscle cell (VSMC) EGF-receptor (EGFR). We investigate the impact of obesity-associated metabolic and humoral stress on primary murine VSMC with conditional EGFR knockout (KO) and wildtype (WT) VSMC, focusing on early-phase impact to test the hypothesis of an EGFR-dependent stressor synergism. Cells are exposed to three stress conditions (high glucose + free fatty acids; angiotensinII + noradrenaline; combined = all stressors) and bulk RNA-sequencing with bioinformatics analysis, followed by phenotypical assessment is performed. RNASeq-results show stressor synergy in male WT-VSMC but not in KO VSMC or endothelial cells (EC). Bioinformatic analysis predicts dysregulation of functions related to DNA-synthesis/cell cycle, lipid handling, contraction and motility for male WT-VSMC. Functional validation confirms synergy concerning DNA-synthesis and lipid accumulation in male WT-VSMC but not in female WT-VSMC. Altered contraction or motility are not confirmed. Male WT-VSMC show higher EGFR-expression than female WT-VSMC and respond with enhanced SRF",bioinformatics
"To identify the differentially expressed peptides that influenced the generalized anxiety disorder (GAD) by adopting peptidomics and to further provide new targets for the diagnosis and treatment of clinical GAD. 20 patients with GAD as the experimental group and 20 healthy volunteers as the control group were included in the experiment. Differentially expressed peptides were compared and analyzed after collecting serum samples from the two groups and performing peptidomics testing. In addition, GO analysis, COG analysis, and enrichment pathway analysis were utilized to explore the biological processes and function distribution of the differentially expressed peptides. A total of 1149 significantly differentially expressed peptides were identified in the sera of patients with GAD compared to healthy controls (p< 0.05 or P-value-chitest< 0.05), the up-regulated polypeptides are predominant among them. Bioinformatics analysis revealed that the differentially expressed peptide precursor proteins are primarily involved in biological processes such as cellular cytoskeleton organization, intracellular signal transduction, and vesicular trafficking, and are primarily localized in subcellular structures such as the cytoplasm and vesicles, suggesting a possible role in the pathogenesis of GAD by influencing cellular cytoskeletal dynamics, synaptic plasticity, and intercellular signal transduction. Further analysis revealed that the corresponding proteins of these significantly differentially expressed peptides (such as SLAM family member 5, Talin-1, Clusterin, and IGHG1) are involved in immunoregulation, integrin activation, neuroprotection, and antibody-mediated immune responses, indicating that immune-inflammatory imbalance, abnormal synaptic structure, and function may be important molecular mechanisms in the pathogenesis of GAD. GAD is closely associated with immune-inflammatory imbalance and synaptic abnormalities, with significant differences in key proteins such as SLAM family member 5, Talin-1, Clusterin, and IGHG1. This study preliminarily explores differentially expressed peptides in GAD, providing new insights for clinical diagnosis and the screening of therapeutic targets.",bioinformatics
"Human papillomavirus type 16 (HPV16) is the most common type of infection in head and neck squamous cell carcinoma (HNSCC).The HPV16-encoded miRNA, HPV16-miR-H1, has been validated in cervical cancer tissues and cells, but its role in the pathogenesis of HNSCC remains unclear. The expression level of HPV16-miR-H1 in HNSCC cells was detected, and its mechanism of action was analyzed using bioinformatics tools and RNA sequencing. Overexpression and knockdown of HPV16-miR-H1 were performed to validate its regulatory effects on the PTEN/AKT axis and its impact on cell proliferation, migration, the cell cycle, and glycolysis. HPV16-miR-H1 was highly expressed in HPV16-positive HNSCC cells. Bioinformatics prediction and gene enrichment analysis indicated that HPV16-miR-H1 regulates PTEN transcription and the glycolysis process. Dual-luciferase reporter assays further confirmed that HPV16-miR-H1 targets the 3’-UTR region of PTEN. Functional experiments demonstrated that HPV16-miR-H1 affects HNSCC cell proliferation, migration, the cell cycle, and glycolysis. The expression of HPV16-miR-H1 in HNSCC cells was validated for the first time. Further studies revealed that it regulates the PTEN/AKT axis by targeting the 3’UTR region of PTEN, thereby enhancing the proliferation, migration, and glycolytic processes in HNSCC cells. The online version contains supplementary material available at 10.1038/s41598-025-31764-x.",bioinformatics
"To investigate the clinical significance of abnormal expression of angio-associated migratory cell protein (AAMP) in hepatocellular carcinoma (HCC). Bioinformatics analyses were used to analyze AAMP expression level in HCC and its prognosis value. In 60 pairs of HCC and adjacent tissues, AAMP expression was detected immunohistochemically and its correlation with clinicopathological characteristics of the patients was analyzed. In cultured Mahlavu and Huh-7 cells with lentivirus-mediated AAMP knockdown, the changes in cell proliferation, apoptosis, migration and invasion were observed, and their lung metastasis following tail vein injection in nude mice were assessed. In HCC cells with AAMP knockdown, Western blotting, immunofluorescence staining or RT-qPCR were used to examine the changes in expression levels of E-cadherin, N-cadherin, Vimentin and Snail and the effects of MG-132 and CHX on RhoA expression. The correlation between the expressions of AAMP and RhoA in HCC tissues was analyzed by immunohistochemistry. Bioinformatics analysis showed that AAMP expression was elevated in HCC tissues ( AAMP overexpression is associated with malignant clinical features of HCC and promotes epithelial-mesenchymal transition and metastasis of HCC cells partly by stabilizing RhoA expression.",bioinformatics
"To evaluate the protective effect of Lonicerae Japonicae Flos (LJF) extract against doxorubicin (DOX)-induced cardiotoxicity (DIC) and explore the possible mechanisms. Network pharmacology, bioinformatics analysis and molecular docking were used to predict the targets of the core components of LJF. In a mouse model of DOX-induced myocardial injury, the protective effects of different doses of LJF extract were evaluated and the underlying mechanisms were explored by detecting the changes in mouse myocardial functions, myocardial enzymes, myocardial pathologies, and the expressions of inflammatory factors and pyroptosis-related proteins. The 10 core ingredients of LJF showed strong binding to AKT, EGFR, and GSK3β. In the animal experiment, the DOX-treated mice, compared with the sham-treated mice, had significantly decreased cardiac output, stroke volume, left ventricular ejection fraction, left ventricular fraction shorting, elevated serum levels of CK-MB and LDH, increased myocardial expressions of IL-18 and IL-1β, obvious myocardial damage, increased expression levels of NLRP3, caspase-1, GSDMD and GSDMD-N, and reduced expressions of EGFR, p-AKT and p-GSK3β proteins in the myocardial tissues. LJF treatment obviously improved myocardial function, decreased myocardial expressions of IL-18, IL-1β, NLRP3, caspase-1, GSDMD and GSDMD-N proteins, and increased the expressions EGFR, p-AKT and p-GSK3β proteins in DOX-treated mice. LJF extract alleviates DOX-induced myocardial injury in mice possibly by reducing myocardial inflammation and pyroptosis",bioinformatics
"Protein-protein interactions (PPIs) provide the skeleton for signaling pathways in the cell. Their experimental measurement, however, reveals only the existence of an interaction without any information on its functional roles. A key step in developing a working logical model of cell signaling is annotating activation/repression (sign) of an interaction. Here we develop SIGNAL (SIGN Annotation aLgorithm), a method for annotating protein-protein interaction networks with signs based on cause-effect data. The approach is based on a multiplicative model in which the effect of a pathway is assumed to be the product of the signs along its edges. The algorithm uses network propagation techniques to quantify the influence of each edge on gene expression changes, and the resulting features are fed to a classifier for sign prediction. We validate our method using known annotations and demonstrate the utility of SIGNAL for predicting the effect of a knockout on gene expression and on telomere length. SIGNAL code is available at https://github.com/L-F-S/PPI_Network_Signer. Supplementary data are available at Bioinformatics online.",bioinformatics
"Single-cell omics analysis has unveiled the heterogeneity of various cell types within tumors. However, no methodology currently reveals how this heterogeneity influences cancer patient survival at single-cell resolution. Here, we introduce scSurv, combining a Cox proportional hazards model with a deep generative model of single-cell transcriptome, to estimate individual cellular contributions to clinical outcomes. The accuracy of scSurv was validated using both simulated and real datasets. This method identifies cells associated with favorable or adverse prognoses and extracts genes correlated with their contribution levels. In melanoma, scSurv reproduces known prognostic macrophage classifications and facilitates hazard mapping through spatial transcriptomics in renal cell carcinoma. We also identified genes consistently associated with prognosis across multiple cancers and demonstrated the applicability of this method to infectious diseases. scSurv is a novel framework for quantifying the heterogeneity of individual cellular effects on clinical outcomes. The implementation of scSurv is available on GitHub (https://github.com/3254c/scSurv) and Zenodo (https://doi.org/10.5281/zenodo.17793054). Supplementary data are available at Bioinformatics online.",bioinformatics
"Cefiderocol is a novel last-resort cephalosporin antimicrobial increasingly used for difficult-to-treat infections by multidrug-resistant microorganisms (MDRO), and is effective against carbapenem-resistant Enterobacterales and Pseudomonas species. Multiple chromosomally encoded genetic determinants have been implicated in cefiderocol resistance, including mutations, deletions and/or frameshifts. However, identification of these determinants remains labour-intensive and time-consuming. Therefore, we share CefiderocolFinder, a bioinformatics pipeline to detect 25 genetic adaptations implicated in cefiderocol resistance from short-read whole genome sequencing (WGS) data. CefiderocolFinder was built using Python, supports WGS data of Escherichia coli, Klebsiella pneumoniae, Pseudomonas aeruginosa and Acinetobacter baumannii, and contains alignment, variant calling, annotation and filtering steps. A short-read WGS dataset (n=98) and validation WGS dataset (n=21) with cefiderocol antimicrobial susceptibility testing (AST) results was used to interpret and validate CefiderocolFinder. Using CefiderocolFinder, with WGS data from 98 MDRO collected from Ukrainian patients in 2022, six unique genetic adaptations were detected. These adaptations were associated with higher MICs in AST with cefiderocol. Loss of function mutations were found in the siderophore receptor cirA, the general porins oprD, ompC, ompF, negative regulator of the acrAB-tolC efflux operon acrR and a conservative in-frame insertion YRIN in ftsI encoding for Penicillin-binding protein 3. The adaptations were identified in 12 of 16 E. coli (75%), 1 of 60 K. pneumoniae (1%), 6 of 17 P. aeruginosa (35%) and 0 of 5 A. baumannii (0%) isolates. CefiderocolFinder was validated using publicly available datasets. CefiderocolFinder provides context to corroborate phenotypical AST from WGS data, especially when the result is in an area of technical uncertainty. For E. coli, CefiderocolFinder can be a valuable tool for informing the clinician of specific genetic adaptations associated with resistance to cefiderocol, where for K. pneumoniae and P. aeruginosa the prediction of phenotypical resistance can be improved. CefiderocolFinder is available open access at http://github.com/Bryan-vd-Brand/CefiderocolFinder.",bioinformatics
"Endometrial carcinoma (EC), recognized as the predominant gynecologic malignancy, is associated with substantial mortality rates. While chemotherapy serves as a critical component in adjuvant and primary treatments, existing pharmacological interventions demonstrate limited efficacy in significantly extending overall survival. Consequently, deciphering the molecular mechanisms driving EC pathogenesis is essential for developing innovative therapies. Existing evidence implicates TRIM35 in tumor proliferation, invasion, and metastatic processes across multiple cancers. To investigate TRIM35's role in EC, we performed integrated bioinformatics analysis followed by experimental validation via RT-qPCR and western blotting, which confirmed its significant downregulation in EC tissues. Subsequently, we transfected endometrial cancer cells with lentiviral plasmids overexpressing TRIM35 to investigate its Impact on cellular proliferation, cell cycle, invasion, and migration. We found that overexpressing TRIM35 significantly inhibited proliferation, invasion, and migration. Further research revealed that TRIM35 regulates the ubiquitination of EIF3E. Additionally, TRIM35 modulates the CDK4/Cyclin D1 signaling pathway, suppressing EC cell proliferation. Intriguingly, overexpressing EIF3E reversed the inhibitory effects of TRIM35 in EC cells. In conclusion, our study demonstrates that TRIM35 regulates the ubiquitination of EIF3E and inhibits the CDK4/Cyclin D1 signaling pathway, thereby suppressing the malignant proliferation of EC. These findings suggested that TRIM35 has potential as a therapeutic target for EC.",bioinformatics
"Electroconvulsive therapy (ECT) demonstrates efficacy in treatment-resistant schizophrenia, yet the underlying metabolic mechanisms remain poorly understood. This study employed comprehensive metabolomics to elucidate the therapeutic mechanisms of ECT and identify predictive biomarkers. We conducted untargeted metabolomics analyses (GC-MS/LC-MS) on plasma samples from 78 schizophrenia patients (pre- and post-ECT) and 76 healthy controls, followed by targeted metabolomics validation in an independent schizophrenia cohort (n = 66). Advanced bioinformatics, including WGCNA and SVM-RFE, identified treatment-responsive metabolites. Schizophrenia patients exhibited 542 differentially expressed metabolites compared to controls (420 downregulated, 122 upregulated), predominantly lipids involved in energy metabolism pathways. Post-ECT, 200 metabolites changed significantly (153 upregulated, 47 downregulated), primarily affecting glycolysis, ketone body metabolism, and inflammatory pathways. WGCNA revealed metabolites in the turquoise module (n = 1329) strongly correlated with symptom severity. SVM-RFE identified 10 baseline metabolites distinguishing ECT responders from non-responders (AUC = 0.724). Targeted validation confirmed 6 metabolites, with 4 showing consistent elevation in responders: N-phenylanthranilic acid, Hydroxy-alpha-sanshool and Linoelaidic acid, and Piperine. Crucially, only responders demonstrated significant post-ECT increases in Hydroxy-alpha-sanshool and Piperine, both TRPV1/TRPA1 channel agonists implicated in neuroprotection and inflammation modulation. This first comprehensive metabolomic investigation of ECT in schizophrenia reveals energy metabolism dysregulation as a core pathophysiological mechanism. ECT's therapeutic effects involve metabolic reprogramming and inflammation resolution, with Hydroxy-alpha-sanshool and Piperine emerging as potential predictive and therapeutic candidates. These findings advance precision psychiatry approaches and provide mechanistic insights for developing novel schizophrenia treatments targeting mitochondrial-inflammatory networks.",bioinformatics
"Antibiotics revolutionized medicine in the 20th century by drastically reducing mortality from bacterial infections. However, their effectiveness is threatened by the global rise of antimicrobial resistance (AMR), driven by misuse, overuse, and environmental dissemination. This review explores the historical trajectory of antibiotics, the mechanisms of bacterial resistance, and the urgent need for innovation amid a declining antibiotic development pipeline. Herein, we highlight the scientific and economic barriers that have discouraged investment by major pharmaceutical companies and examine emerging strategies to address this crisis. Key advances in microbial bioprospecting, including cultivation improvement techniques and genome mining, are discussed alongside the role of high-throughput sequencing and bioinformatics in unlocking the metabolic potential of uncultivated microorganisms. Particular emphasis is placed on the integration of artificial intelligence and machine learning to accelerate drug discovery, predict antimicrobial activity, and identify resistance genes. Additionally, we present alternative therapeutic strategies beyond traditional antibiotics, such as phage therapy, antimicrobial peptides, quorum sensing inhibitors, synthetic conjugates, and vaccine development. Together, these interdisciplinary approaches offer promising pathways to revitalize the antimicrobial pipeline and address the growing threat of antibiotic resistance.",bioinformatics
"Trypanosoma cruzi, the causative agent of Chagas disease (CD), exhibits remarkable genetic diversity, classified into six discrete typing units (DTUs), and one additional DTU, TcBat, primarily associated with bats. These DTUs are distributed differentially across CD-endemic regions, posing significant challenges for molecular and serological diagnosis, as test performance often varies geographically. Identifying conserved genomic regions shared among parasites circulating in distinct endemic areas is therefore essential. However, complete or semi-complete genome assemblies are available for only a limited number of strains, insufficiently capturing intra- and inter-DTU variability, particularly within repetitive multigene families. A wealth of raw T. cruzi genomic reads is publicly available, offering an opportunity to investigate highly repetitive, high-copy number sequences that are difficult to assemble but potentially valuable for improving diagnostic sensitivity. In this study, we applied a read-based bioinformatics pipeline to analyze data from six DTUs (TcI-TcVI), generating 80-mer fragments and clustering them to identify conserved sequences. Consensus sequences from conserved clusters were used to design synthetic peptides, which were evaluated serologically with samples from chronically infected individuals from Brazil, Bolivia, and Peru. Four peptides from the conserved C-terminal region of mucin family proteins demonstrated robust diagnostic performance (AUC: 0.8783-0.9353), with particularly high values obtained with sera from Brazilian and Bolivian patients. Overall, our results demonstrate that k-mer-based, assembly-free approaches can successfully identify conserved antigens across genetically diverse T. cruzi populations, underscoring their value as discovery tools for potential serological markers. While the peptides identified here represent promising candidates, validation in larger and more geographically diverse cohorts will be essential to establish their broader diagnostic applicability. Importantly, similar genome-informed strategies may also be leveraged to guide the discovery of diagnostic targets for other infectious diseases.",bioinformatics
